login_attempts_per_min,files_accessed_per_min,cpu_usage_avg,network_out_mb,process_count
0,16,33.54191511654598,0.8127247162393363,57
0,16,25.33726901432906,3.0115956285721657,36
0,16,22.31191280994426,3.0623934639306,30
1,9,13.972590829403929,4.6989482695839175,66
2,5,35.34942561916418,2.873263075641421,47
1,2,19.580048589865306,4.707796484302764,40
1,9,28.81886506038926,1.9962345707188258,56
2,4,15.222520780006528,1.193251596157068,72
1,17,39.71784391914896,0.9380762421254647,79
1,13,12.566464587453872,2.3881938783109944,55
2,14,34.43075768977427,3.8656831627340824,36
0,11,25.938578275868004,4.606911906739107,77
17,76,90.45340812897089,109.92030538826981,180
2,12,20.85304681655049,2.144022306169978,72
1,3,38.42546810927643,2.422176888209542,70
0,5,29.46241390816002,4.2042642492323345,45
2,5,33.20032427861218,1.6424440060616887,75
0,12,21.101133042621694,4.155378030874438,55
2,16,36.768038068697564,4.310382990237691,52
0,7,21.97160510992279,2.408306621998288,57
2,12,15.952113079309596,1.1277472488495173,39
0,8,28.69917668190922,4.641422338851718,34
0,18,13.403967999642518,0.7076517790676798,59
0,1,38.79930357662616,4.487891400369142,59
0,12,13.037254032828884,2.8609087652002474,59
1,17,18.877780680977136,1.6103185270888227,64
0,13,29.254548877500348,3.43191313586529,68
2,2,38.984285305834085,0.35503494753117293,32
1,17,39.33025240013509,1.8930205775899132,47
2,18,24.874676222189077,2.3302461855338295,34
0,8,6.530822769417693,3.1361419350094275,62
0,1,33.46795499123563,1.1961154841271635,62
0,1,10.19854603526567,2.0723152365202324,54
0,8,15.295256860703942,4.165001710241319,68
0,15,9.431906545880397,1.3326130577047706,72
2,14,37.79721207319113,1.9605099741258782,37
1,5,30.724105866971588,2.5343519148772837,65
1,2,7.267558941451524,0.2611648522841911,68
2,5,21.698155234786633,4.077507171285789,63
1,17,25.713966706196324,0.9558378858474904,59
1,1,17.020152343000035,1.8168566586886512,58
2,16,27.70950042899408,3.5785773027887386,68
2,7,20.77698388567493,4.910507778238457,43
16,50,84.08983841687747,129.4240605538274,174
1,10,27.478199229097402,3.1514492402774437,74
0,5,15.27168119418588,2.662274158279915,48
16,162,99.95765295199499,137.93602577652172,165
0,7,12.531702059238683,3.1119544079980352,60
1,7,6.848638522345826,3.939650384925673,37
1,8,21.76121049825526,3.730825968712841,55
2,7,8.753436349680126,0.14087461120415465,47
1,19,18.434657447655884,1.7645251774417618,37
1,5,9.555654396728542,2.4240880956866695,75
1,11,17.564163130190572,0.8182264940918461,69
2,1,10.871615490860073,2.31728078996819,33
0,8,15.449898765569198,0.5115211912134441,36
1,3,16.85628320946474,2.8475312527008767,34
0,6,6.766262258763314,2.869968502465679,48
1,10,30.93320708001814,3.1255220798665335,79
1,3,7.270017463850946,2.8944379688584316,63
2,17,31.356417162111377,2.933485292247705,41
0,14,21.288767708971413,1.4080216490364925,61
1,7,24.104673617619092,2.5267441015266683,53
0,8,28.24004219653161,3.714196099555118,75
1,8,36.37994164848013,3.4493836876954203,43
1,7,22.801800163875317,4.134613733241149,30
1,11,38.08561994242963,4.309708170556544,30
1,10,36.20750609156536,2.7182904923532063,40
1,16,21.90534639502976,2.8992653605232346,63
1,12,16.445086873844524,4.469914569472002,70
1,10,19.893939714319266,2.862283865877346,77
0,11,15.72014741888855,4.6039204604454795,76
1,14,8.21197224606642,3.856313404741887,56
2,4,8.342473371038768,4.480469678406879,76
1,12,22.306386801767633,3.9191563122074187,60
2,5,33.46383392071611,4.877388051539286,58
1,2,11.28396411142197,0.22228400333276443,55
2,4,39.311343066197416,4.488431458503399,76
2,6,26.492297390950238,2.626001264412395,65
2,3,8.540480197906293,3.892977594581201,60
0,15,34.2766331837266,0.6984132064088078,45
1,19,10.595974465508721,1.8764782743014694,69
0,3,16.9061341302163,3.3364868187083574,70
1,5,24.77862504785009,2.3744699904870368,68
0,3,26.801665196551166,3.327238530550935,70
1,7,12.387862618500376,1.2212301321606407,63
2,12,37.192498719150194,2.781281310609277,42
1,1,8.71108225031304,3.0247296157812276,56
2,4,12.294394318195431,3.918082359037651,69
1,3,18.511900214910902,4.159446951732386,44
0,1,25.89963462900725,2.8343534376924784,72
1,12,13.228360723616335,0.45967426183039317,62
1,10,9.465086685619625,4.200735349775829,38
1,3,7.722544338036016,0.39594863110060363,39
0,11,30.361948134849726,2.4859718209908865,45
2,11,30.399449491806184,0.13801120141943338,44
1,10,6.03649552612023,2.856394213608097,44
2,4,15.305736763411423,3.9834980157377946,58
2,8,28.339492939989974,3.236881162286146,68
0,18,25.08219844059639,2.018029282392547,51
0,17,18.495298356515917,0.9744701193523007,39
1,3,22.19120196604002,0.7963526992673077,78
2,4,13.986078380026596,4.729398893690945,31
0,4,32.03827139142995,1.6512228057050222,67
2,18,9.721465396829887,4.95764421097524,52
49,125,85.20211130218603,118.9639473919953,143
0,7,30.917743450303124,3.261826719869337,67
0,10,7.617995994703372,4.0735047773946444,56
1,19,15.60643956434826,1.2506879318914093,58
2,12,19.141545009052223,0.4634890285284389,49
0,15,27.532472433963164,1.042983091104493,32
2,8,5.3389859918681495,1.3360114132714807,68
1,11,25.305769568628147,0.7711210622878951,70
2,4,37.62200572110317,2.014090251300937,42
2,1,5.903331244337252,2.9354603429522776,61
1,19,31.376860772317237,1.4170365870260027,79
0,11,34.27681900341922,3.9465449622669517,73
1,15,37.07209631870174,3.161779272129734,51
2,17,26.776573159909645,1.914622080087252,40
2,18,23.39080421702592,3.5695554585966907,43
1,7,5.754127047785127,0.8716602765475703,67
0,18,34.295561766811545,1.4561358212456335,36
0,8,17.891816501635148,2.2898289605804516,63
1,3,9.484749032021824,2.2017671922565394,36
2,18,5.577203693119902,2.5728579358724106,46
1,6,12.915643904035361,1.132389945820092,32
0,8,23.142548651005313,4.006557737318879,65
0,2,35.61536569601623,3.4566777235538133,36
0,16,23.177751278950012,2.6331814201828467,35
0,4,14.806945262019454,1.1985314316276712,59
0,5,39.519625480053634,1.9319859158879256,68
0,2,26.447722603532824,4.395865359244512,36
2,19,26.005369809905304,0.7713704097213554,63
0,1,23.170717562496392,0.6415312998603685,50
1,6,17.82858599162617,3.1901642386028493,54
0,3,24.69911075404358,1.1083828131895785,33
0,6,36.69087947248364,3.759029688093239,36
0,13,12.274688992000776,2.220178913461235,44
0,16,10.072397418997198,2.9621962593788362,69
2,18,14.823089641728048,3.752568678400645,76
2,2,20.655648102118374,4.703670047588,68
1,11,16.984699390803613,4.879842996918266,32
1,14,16.659640809123815,0.2874330891097746,30
2,14,23.706317386147976,2.367776457812895,68
1,15,29.164039276217938,0.8524527597080278,59
2,11,16.210655409567472,0.10528577985044667,34
0,13,20.6095514176162,0.7576327358404006,41
1,18,19.377608195489927,3.9821041478603205,68
1,15,13.066599147451933,2.3419418870891096,70
1,4,25.611731439465835,1.4404748324554408,32
2,18,39.31324935372768,3.318778382735177,45
1,14,34.97294005700692,2.928222875384769,42
1,8,18.10200786271606,2.246004903627766,53
0,14,29.228990227963614,4.7808862989163945,46
0,15,13.48665532816852,0.9744905993511892,79
33,183,80.01343009845121,182.85933974355154,172
2,18,9.814992179487586,1.861907288123386,52
0,2,12.712832072966869,3.8753716036258745,32
2,8,25.324663807607457,4.870606104179963,55
2,13,12.750083313209865,1.65173177375723,31
0,12,10.753937208832633,4.836234011433587,57
2,7,27.146921740346972,1.8826323430859444,30
1,8,26.704547549971505,4.185882260519355,48
1,16,35.25969024566909,0.8908908093652891,63
1,9,12.025696919284853,0.17385231737854656,49
0,2,7.346994621339337,0.33238334004500136,79
1,19,24.963541692049947,0.2949880466746967,45
2,2,16.119893813201365,0.29804657834719345,40
2,9,25.458848594767087,4.651697002708102,50
2,6,23.525866264774386,4.755733295857904,47
0,7,37.09398064892248,4.134507457481026,34
1,8,34.636937782139455,1.513128384487616,34
2,13,39.928880116063084,0.5333436842047085,62
1,1,32.06217193104486,1.565836799349968,64
1,9,19.83641343636608,0.4645223918245839,61
0,17,37.125107918398925,2.8802327639832264,32
0,2,36.320058562187114,1.008887579545127,58
2,13,18.70903950156496,4.6863031341341035,39
0,1,13.141717266609286,1.114205182961248,78
1,8,9.19618407416965,0.15113470592325207,33
0,1,14.146546602444133,2.0687030960454296,63
1,1,7.192031737398256,4.903775128315704,53
1,5,34.40427887916225,4.1058529330752815,69
2,8,8.82074349040911,1.332782829551827,48
2,4,29.150577913676628,3.725249146836989,47
2,6,23.959135822163507,4.063925463282593,47
2,9,27.93122222482645,4.380341113283316,62
1,4,27.42034578430704,1.08215637419865,35
2,14,29.522645524379893,1.795335231937938,49
0,1,15.667087880164381,2.9220885916765007,42
0,11,9.747798113408818,0.9139820829277014,55
2,12,38.613015703741034,1.104469240609856,45
1,8,18.940226255827625,0.1207112267379922,75
2,2,22.661152446636084,1.2866839581488854,58
1,6,16.618459775075053,3.1745697126498076,71
2,19,11.788725051616437,4.013027408906012,78
0,9,32.95522341905601,4.937892582533354,67
2,16,22.84170308391506,0.937273564194806,41
2,5,8.709588552312514,2.9172474841999114,36
0,17,36.798326628486755,2.523715458007898,57
1,10,24.302274962499663,2.678671653223636,71
1,14,30.230690481213678,0.9384830356029857,65
1,14,23.644668400009085,3.803163063176436,31
1,4,29.05696256964142,2.4347307380441725,71
1,15,25.836595572464258,4.994371217164374,54
0,16,24.591235325313185,3.0886437240313236,49
1,6,38.229728769800225,1.2053296924925825,57
2,3,36.78533687254701,1.1340620931234635,36
0,18,31.464741642601155,3.87500572895651,67
1,15,37.12179109830959,2.717417109317495,49
2,11,15.471583457558069,0.3185019386800175,57
1,18,33.76796384018559,0.8420480912238555,54
0,11,22.421122401846645,1.8270508908927443,66
0,12,32.676818504900396,1.227291187884053,41
1,8,28.46898974142674,0.8410942498032228,35
1,7,32.78463233816358,1.005575305968707,44
1,14,28.963739873728446,4.622214911897045,59
0,7,9.625894188139737,2.080555801576653,79
0,16,22.809626590880416,0.6050539529118698,30
1,1,32.50465733029104,0.6121366148566091,76
0,10,34.51739718133115,3.9474331120884547,31
2,9,10.847678605530355,2.076232454008144,79
0,1,25.776221933031803,3.2437086173533327,38
0,10,38.63086739592302,3.9771283765170176,55
1,16,5.058239879226675,3.8265286731389976,62
2,5,8.038523888345475,2.5064734660269528,46
2,4,35.51757383241971,3.9416629799501273,38
1,5,36.23845331978936,4.050694177483515,73
2,18,16.83824034779397,3.806499439218064,38
0,18,25.650442434938064,1.1457732805432403,78
1,15,20.907781080011674,4.596951624075058,54
2,17,22.912690343596488,1.806443702040622,39
0,9,26.905026877903268,0.2704735385553436,38
2,12,13.43689565706249,4.219766154439982,38
0,3,35.125551283537035,1.1906004517154216,64
1,10,18.23670875164978,1.9512193241921636,49
1,10,24.192661754198017,0.5005767709620819,49
2,14,25.099444864978068,3.3571966491788103,70
1,18,17.971132239425053,2.741040060863765,37
1,1,28.029098043164034,4.433886155104014,41
1,10,26.655134341769973,4.438270483119244,53
1,16,24.221901430220736,1.8137963287411762,43
2,6,16.075740890231312,0.11892161893281411,65
1,15,23.057892512966944,1.8196317114994067,43
0,1,37.808028706053115,3.622258141467943,56
1,1,6.536323382816015,4.929531633696067,58
2,2,31.97284299793733,1.0583124154993953,63
0,4,16.20650451211734,4.830250800855892,79
2,9,10.110451696402214,0.23465800812933,35
2,14,28.00801232614439,0.13524568674111204,38
0,2,33.69408383941912,2.6372384948579968,79
2,1,19.94136322376272,4.75575978291169,66
0,5,27.495354464250862,1.6130031066830006,70
0,14,14.538655884725319,3.168007262059963,63
0,1,9.614744426581195,4.4232703867969825,57
0,2,28.93067771627215,3.6449902712254163,63
0,4,37.25870767687242,4.79666868140745,38
1,13,26.683707679190373,2.6785709474302424,72
29,133,98.87948208357815,154.74992112866607,127
34,174,95.78590903533113,166.30881270629533,152
2,17,6.614187742041609,4.075132566817337,50
1,15,24.775561287447132,2.6203859133762095,73
2,14,34.97548124819576,0.6551345401163081,41
0,16,11.694319756290064,4.47903867162899,41
1,6,36.53289493561095,0.27538624477464585,33
2,4,5.708371192280999,2.44350264700624,74
2,10,27.582885191289414,1.6625156938568653,41
0,8,16.463635296692004,4.395028125590986,77
1,1,30.101879171335955,1.1139876916477063,52
1,13,20.194682909499036,4.83850288747692,61
0,6,26.729947212580235,1.7196002581595877,64
2,11,7.907073205929809,0.24003684409081266,53
1,13,39.17864348496273,1.6837642938179942,49
1,1,24.661215335221417,3.0473167657768174,50
1,19,11.356563065080003,1.2048782362665351,62
1,7,34.60716365652724,4.268371036400676,74
1,19,38.4368716674788,4.038249911090353,66
2,17,36.09691321059974,3.0028139329908057,45
2,17,22.20399659420508,1.9049705029445478,76
1,18,15.121419022561152,0.18921107377085158,38
0,14,18.68539483725558,0.9138383930887644,38
2,8,35.278275271927555,3.8039741876230786,69
2,5,5.946793088042591,2.376106942632622,44
1,15,27.075412199963093,0.6884620207738861,43
0,16,28.127972203064473,0.43432351257690793,32
0,8,27.02886519832015,2.9986806853445076,54
0,5,13.550635977913263,0.9184370051999783,56
1,12,26.372592398829795,0.1996260412832932,34
2,3,6.929257282271366,2.8334841168367384,64
2,1,28.660630592558054,0.5757532033172613,38
0,17,6.256964023327003,4.973262193665336,74
2,8,36.82438986528146,4.466773976299653,61
2,3,20.884378069762036,4.6698712086771765,61
1,12,9.930159174265155,0.8206066131752305,75
1,3,35.98777570406132,4.125697167541993,60
1,13,38.659330304327355,1.7174949621833038,79
1,6,29.85704779283845,2.204922169782634,49
2,19,27.221065939643214,4.735019258212599,35
0,13,19.424251167503257,4.3990757860492264,58
2,15,37.09519297706694,2.3137754979066294,40
1,2,36.14466120989594,3.6909413559424555,62
2,2,25.885069955708005,3.809418569315619,43
0,9,33.41861643456721,4.983447389306864,32
2,16,21.196365910011234,1.3881844703673671,49
2,6,33.105633542754404,2.654141104402611,37
2,4,13.11464772348816,2.1404060704305445,63
1,17,24.47237909288482,1.834474135582756,39
1,18,30.884689905750477,0.9263115863204541,70
2,13,6.1610160353410555,1.9497883788950465,40
0,8,35.802644568623265,3.096268472057858,60
1,18,17.81463756691786,4.0564369933237945,46
0,6,36.92810332069062,4.337427547985386,43
2,15,12.397940809385434,2.849567089266508,52
2,18,19.569439417744185,3.455652999089303,35
1,10,11.002018969935662,4.55550674034072,34
0,11,27.575366116081405,3.185279511752949,64
1,7,5.375734380703237,3.236584335566923,33
2,16,9.050466263235453,4.328777919572923,45
0,12,15.288692809240384,0.9743464355887129,62
0,14,11.104983522708443,3.7091429597135543,67
2,15,7.598956703442243,0.7786244703820647,77
0,11,9.221092672678854,4.015941951029051,62
2,1,31.584615613006072,4.404173644335284,40
0,16,37.84506974771418,0.14653719870454726,53
2,11,13.04096487598678,0.600556176129411,39
1,1,8.386887636818503,2.020692510187479,50
2,11,31.336533575031336,2.6961192960395963,41
1,11,26.446070548117618,2.7109538361965915,74
2,9,15.129969059272907,2.163310145662514,77
0,13,18.21639321091022,2.762830562036815,63
2,12,9.907978921080598,1.480537311453014,67
26,116,90.47997110094568,88.74516352746028,174
0,6,38.656906784371294,0.5859056565406566,72
2,13,11.543768023140982,1.3230128432682375,63
1,1,19.375983812563003,0.9580439998271025,57
2,11,15.321437602057221,1.8778014177085243,32
1,12,36.7175922363176,3.5489705001311758,70
0,13,39.76756539219207,4.011811687575128,60
2,12,14.081391633737336,4.4002989282946565,77
1,18,8.779247535811894,2.9653719213235865,45
0,5,39.22067521846104,1.322073301041168,70
1,10,19.1232610693295,1.6188845440014084,45
0,2,27.405205624113226,2.833851191443619,45
1,13,38.35201262782751,1.4703163150401335,35
1,5,20.615432358862286,4.615424952384941,74
2,9,20.566540587438315,3.2112327503657183,62
2,13,34.45448688632572,2.7742173638314003,58
1,10,6.066176166755655,2.0361393178382325,78
0,18,22.632155330381778,1.2696330840563772,70
2,11,11.301629005571723,2.480094470298334,54
2,5,36.17217771543177,4.935314890700186,53
1,1,22.553654379522044,3.7771385931144774,54
1,15,38.2483421179339,0.1600391470409893,47
2,14,37.196176802895195,4.697874651593461,56
1,14,10.280599934148036,3.5226683508583365,66
2,17,34.063215142920185,2.4679458355186057,41
0,1,27.214458690219093,0.3162623972803925,56
2,1,11.18749337523699,3.644365285795212,34
0,19,6.041866763861067,2.7916360724903764,73
1,16,23.9349773399969,0.5389807389069584,45
1,13,22.535645934363522,4.779144586470146,67
0,5,17.435483024749715,4.229548133840232,77
2,1,15.16783185101293,2.002745476854543,61
0,6,38.14176302192504,0.9948658363356198,51
0,3,32.685128029288634,2.5835651616717557,72
0,1,25.38690230465228,3.9561049038188054,33
0,13,13.220196331675883,4.318590437456187,33
1,11,31.265871846764494,1.4177525191240785,38
0,18,33.71411650562993,4.436773743950841,37
0,6,6.400902118080052,3.3838853174786903,52
1,2,22.667131807443912,3.189667120053858,48
1,5,37.25156805504798,1.0503707784250158,33
1,19,37.136178127540354,1.5973724595947443,63
0,6,27.90417206786696,1.0230279086069631,35
1,14,7.237377855722384,4.110193533714882,58
1,19,29.702365540800987,2.2058392078475224,30
1,3,9.558459972113944,1.7931048555258866,31
0,18,25.283945210472304,0.6206932616907729,67
0,11,19.796482604857353,4.023936853060835,32
2,11,24.633183825141884,1.389717632522703,47
2,16,35.66457542658511,0.7119753026243341,73
1,7,36.99145237196273,4.364804931904532,68
0,4,24.26679128973143,2.7053715676234966,58
1,12,18.573912179495657,0.9616755159261897,65
0,3,13.870902871410062,4.6727470225184025,49
1,1,18.341168294731485,0.2141562606734714,53
0,8,17.063730221862123,1.4574934968484818,72
0,3,20.417375865616812,0.5190526386370106,57
2,11,21.668070176332545,4.7826768475082435,34
2,4,17.355322360370337,2.0482209266121645,70
1,1,7.306792508157486,2.607331366065345,70
2,17,8.554331685152343,1.7967253785353696,47
0,17,10.329153401421548,1.419103243668112,39
2,11,22.90819686510013,1.1565834659872785,76
0,3,16.083298456312495,4.5251616155334515,53
1,7,28.3763818631559,1.1488960738484508,70
2,11,20.396137805714076,4.411214400347208,32
0,17,8.312592236437778,3.750657650078181,65
0,11,8.4972222909673,3.2675360194174137,34
1,13,7.110621858451841,2.8344832897594037,78
2,11,12.229423734320001,1.9281382755468304,44
1,6,7.72835064949016,0.6812870592904261,35
2,13,13.551939222982048,0.842702490257995,48
0,1,14.840660047609523,2.8932250932479304,72
1,16,33.197077903912835,4.724674279854965,48
39,63,85.93351585941157,69.92777975884798,164
2,15,35.463464639568436,0.23077665204556164,77
1,13,12.82392974739382,2.2230969151564106,78
0,1,33.510000882585004,1.1399993793552237,48
2,18,5.973029212706943,0.7659757369691885,71
2,6,27.850159600314086,4.184115252824849,49
0,6,25.53607729949365,3.0577426521969806,52
1,15,17.065538427539085,3.0044165934139175,45
0,4,37.84973202293011,1.0634410193256048,32
0,14,10.744333957808871,1.128262344955987,70
0,18,32.9443076952997,3.2516690372600277,63
0,16,23.610383729384694,4.452707395377481,52
2,17,22.370485449178993,1.925155117280262,46
1,6,13.421823378297045,1.3343187376247332,56
2,19,11.00008590865503,3.281304960865754,54
0,16,12.35264775853836,4.101581200730056,41
0,15,32.741154589909655,2.4975997240343744,43
0,19,20.91830324315341,1.1290518852287026,48
0,7,22.334254619924632,1.6582630222421932,37
2,11,35.13881504346201,4.89610388450963,79
0,15,21.285628386014647,1.7310055075413602,66
1,13,33.553669660768534,1.760600190011095,38
1,7,27.314800798251184,3.248967782146551,41
0,10,8.148438829753612,2.187779757937763,59
0,10,39.81612536428483,4.681199926658192,62
0,6,12.91842449711616,3.917543757272121,72
1,11,35.7306032600556,3.0789135380261943,63
2,17,36.31309215266829,1.1397897761510978,74
1,18,29.254426417110224,3.4097625745980285,65
1,11,19.915425760680986,2.990255558161295,48
1,12,29.674393309020793,2.4315392601554753,73
0,17,39.590421957922906,1.9958208817578997,34
0,2,23.829771614713675,4.136274957985429,56
1,3,34.6582564069041,4.677346596180717,34
0,18,5.826075718941238,2.1063725748760516,67
1,9,26.99802806964925,0.6459655779104603,52
2,14,29.78799268890234,1.1455806670200612,52
0,3,16.269781454040597,2.467306635682713,58
1,15,27.980877097019878,3.829499348080791,34
2,19,21.55838163436633,0.8956003189010396,39
2,9,27.308451295669975,3.9793198547720734,44
0,7,33.31547932780879,3.973972322583016,79
1,2,17.063503714614022,3.6579523646379775,70
1,5,30.137107572823314,1.9468193085046068,78
1,11,19.93467569189622,4.006854869802134,53
2,2,23.61268533852897,4.960645892680291,69
2,7,38.275740652013525,2.63652577958014,49
1,16,29.785200393548813,4.742968273662159,31
0,1,38.033824395797566,4.104731431957201,44
2,1,8.09560886523684,2.951507883399408,51
0,3,10.314335299549104,3.8061616412184507,60
2,16,26.057612238963493,2.4096069910108184,37
2,7,25.00963875721596,3.861895613397947,67
0,16,28.27385826768603,2.9175334722857174,64
1,11,17.086140331014512,4.240970786766393,43
0,14,12.558469028542614,4.781415214677436,53
1,8,6.528912827541038,4.8197352292045,56
1,15,30.37288003462796,4.019039727925904,69
1,7,11.736288784837662,3.776534257912305,54
0,14,34.80861114462078,0.8566531202262487,67
1,17,11.420919396081793,0.7889282579242327,35
2,16,33.57745988929162,2.0868030275448772,39
0,15,36.16102265338212,2.909972614492629,74
0,15,23.184873457578803,1.1350389059654877,44
1,2,34.28983624017337,2.4343528538215655,56
0,6,20.477969287596125,1.108625540613547,59
1,5,25.594172156526767,4.183721559761317,69
2,2,6.427156758113756,1.5011005734424665,70
0,12,11.28829682814262,2.4907927171165976,43
2,14,16.228860235280237,1.7264214105011082,48
1,6,22.02981220914776,1.8122745274973755,66
2,2,33.28772833376817,4.72851271578355,43
1,5,37.7486535196432,3.8346648002531376,77
0,19,38.97625982534368,4.897471909137816,44
2,10,27.143072200000777,1.5202954623315443,73
33,90,88.27033449985586,62.36231271888552,113
0,13,13.636950405099268,2.0465328113531314,77
2,18,23.654491742540216,1.8251940675483231,69
2,13,16.73655717699458,4.22863007605369,48
2,7,29.62139217842524,2.3161488120818747,56
0,1,13.10297596829266,1.2232447295299111,60
0,19,17.906830429907792,1.4933482487741812,39
0,9,13.726318495638044,3.94680216223688,74
2,4,16.980374142364468,1.0052874235818638,53
0,16,22.114461429712485,1.0264875032673608,31
0,2,30.539449880056367,4.974372591281551,61
0,5,15.852857518657768,4.391604522450171,68
2,15,25.95113997816944,0.4199900858589626,32
2,18,36.47680863138649,0.8038239201956985,37
2,5,5.684464965160956,2.463771164397649,45
0,8,19.827042298349845,0.5488241650852465,54
2,9,35.24955926160197,1.5730598669464102,58
0,6,36.38895545027724,4.522841867542622,43
0,15,15.180845427700467,0.9975960524127743,51
1,5,29.988637074130974,4.212436433718981,72
1,1,24.02783991143389,3.8368364820531244,50
40,115,99.59446549372777,191.89314795166374,121
0,8,15.539300442094804,3.808186226012541,33
2,10,10.988901646070385,0.990401945975753,61
2,5,34.3563880635279,3.9348148646572705,64
0,18,16.559478711133835,4.968326472891058,56
2,7,18.738789965797146,1.1518102568875674,69
2,1,28.76292478654501,3.1987166130168987,51
2,7,39.832840710277154,1.7195535962543913,30
0,10,28.37562947405291,4.25319398925853,48
0,1,20.808865765650253,0.22684571872369444,48
0,13,39.498488944429866,0.34321183396270294,57
0,11,21.562287918887673,1.9850415710196736,79
2,17,17.649216495066668,1.7951396557904395,54
2,4,23.909121834549193,4.767485189375234,69
23,149,91.44707587352416,62.22130815846607,147
0,14,29.059867536322983,1.7651230388680084,56
1,8,22.94857304064123,4.702839045933993,44
2,8,37.257081789481425,3.914476708359787,38
1,19,23.826532519172577,3.65037569028035,55
1,15,39.55345301000871,2.131166428511408,57
0,11,34.98250590558811,2.0119748115713727,65
1,17,27.584054975273503,3.3135292363793805,66
2,19,39.325071687735964,0.19191268691629104,39
1,2,7.547278093324907,1.5192025276528502,71
2,10,13.590437389022712,0.7687322948279973,74
0,1,33.47635618015588,3.9259575719705273,59
1,17,30.09745062842912,4.0633248632476064,67
2,5,18.74953269657059,3.9043095105353656,71
0,10,10.404285653169381,2.0497282281222944,64
2,5,11.703201189800264,2.100287232533892,79
0,4,6.192783493833177,1.0020965204392358,57
0,18,38.869392413818616,0.7360727574507703,62
0,15,22.265677557561112,0.8492695745084708,68
2,3,17.67825857791484,1.9972061950862063,77
0,5,20.405773055778837,1.3725588492611938,55
0,16,39.99540552761695,0.6598446300952984,35
0,7,5.130064037370802,4.649353493913638,48
0,9,34.32991490245146,4.290679242111138,60
0,16,30.97130807448122,1.788475766267035,70
0,14,20.176808401169396,4.647328919256773,71
0,15,11.37149549251971,2.9041952860645526,68
0,15,6.1033466923904065,1.2623450441193116,66
0,7,9.102200379846588,4.866544573987315,38
1,11,21.468740476173267,1.4551483688302096,71
0,2,22.765024881819496,4.697654466709071,33
0,2,28.100849804370274,0.48146149247681524,72
2,15,15.05033532201461,3.266534712144675,72
2,17,7.523991990219338,4.044335458712177,69
0,5,20.91029884946037,3.136202127612435,66
2,6,33.28883978165228,1.1021860308679186,32
2,11,39.47453969765186,3.412896831642227,71
1,1,25.658238288298175,0.5652368882551625,38
1,2,30.113734551721134,0.12251957512933347,64
1,8,17.91051352963219,0.1565092984686422,46
2,11,39.37504739034488,0.2884872317397884,36
0,15,9.736502616584733,4.723951297963843,46
2,7,36.4436335283517,3.2723015435472123,39
1,7,31.30967647812175,4.154700512531932,69
2,6,17.146360882544414,1.6936725947173237,60
0,4,21.385983621343836,4.560459453221075,37
1,3,12.316222588712236,1.879944138279069,45
1,19,23.587762542151488,0.17859664580958046,50
2,17,21.02333134945889,2.986816834792108,74
2,14,26.052634440889754,0.6807215711523115,34
2,10,20.005423366246756,2.453755790935204,50
2,18,12.015607107755196,2.0220049942617537,33
2,16,26.80542412716025,0.4743082497094071,70
